Date,basket,etf,diff_bp,cum_diff_%
2025-07-01,-0.012339593759632339,-0.013048635824436494,-7.090420648041551,-0.07179006673995181
2025-07-02,-0.0055730553214092815,-0.004807692307692291,7.653630137169909,0.005119912740303434
2025-07-03,0.0007833421100316151,-0.0004830917874396601,-12.664338974712752,-0.12143082851319154
2025-07-04,0.0006059125843476121,0.0014499758337360724,8.440632493884603,-0.03717804869357577
2025-07-07,-0.005504882326755722,-0.0050675675675675436,4.3731475918817875,0.006779147910540573
2025-07-08,0.00245651056273255,0.0031530439000728716,6.965333373403215,0.0762665071152302
2025-07-09,0.003288461241626184,0.003868471953578423,5.800107119522391,0.1341215596037948
2025-07-10,-0.004315944030772401,-0.004816955684007751,-5.0101165323535035,0.08373573541884394
2025-07-11,-0.0019132847514650164,-0.001210067763794731,7.032169876702854,0.15425123480719005
2025-07-14,-0.0027520563358298666,-0.003392294645020555,-6.4023830919068825,0.08995169036969397
2025-07-15,0.005442191551649822,0.00534889375151959,-0.9329780013023203,0.08066406310847096
2025-07-16,-0.0003180427184134027,0.0007255139056832061,10.435566240966088,0.1851371299336657
2025-07-17,0.005894658304328448,0.0050749154180764755,-8.197428862519729,0.10349234457522893
2025-07-18,-0.0020167150226300112,-0.0012022120702092076,8.145029524208036,0.18519169895283571
2025-07-22,-0.0010961613082781652,-0.0031295137217139946,-20.333524134358292,-0.018743648415930902
2025-07-23,0.03454033550963609,0.03718908476213478,26.487492524986944,0.23723987289809845
2025-07-24,0.015674448263063745,0.016298020954598424,6.235726915346795,0.29878046355336085
2025-07-25,-0.008699957519988422,-0.010767468499427224,-20.675109794388025,0.08959170036721975
2025-07-28,-0.010883045928773427,-0.01018990273274667,6.931431960267576,0.1597314540077388
2025-07-29,-0.00776071147266677,-0.008656995788488553,-8.962843158217826,0.06925771706030037
2025-07-30,-0.0004053882248061802,-0.0007080481472739875,-3.0265992246780726,0.03895848032444693
2025-07-31,0.010037179015452313,0.011100614076523296,10.63435061070983,0.14428622283853
2025-08-01,-0.006584532237672858,-0.005138986218173325,14.455460194995329,0.29000891291415254
2025-08-04,-0.012469776831969037,-0.013618220239492884,-11.48443407523847,0.1733771411724705
2025-08-05,0.0064282383434739465,0.005712925493930099,-7.153128495438477,0.10217951264686054
2025-08-06,0.0060490515416120605,0.0068639053254437865,8.14853783831726,0.18325770622069637
2025-08-07,0.006480425599374673,0.005171603196991059,-13.088224023836137,0.052979870015823494
2025-08-08,0.018547395718838677,0.01936702881435992,8.196330955212439,0.13349328937330984
2025-08-12,0.021467844270895098,0.021779425393883223,3.115811229881249,0.16403728198437495
2025-08-13,0.013017388898798998,0.01383219954648518,8.148106476861816,0.24460324757091811
2025-08-14,-0.014454690711146245,-0.014985461865354543,-5.307711542082982,0.1906159338803448
2025-08-15,0.01709511963205701,0.016121707538601315,-9.734120934556945,0.09472838578543641
2025-08-18,0.00774584110894172,0.00893854748603351,11.9270637709179,0.21319438781590705
2025-08-19,-0.003850479478668789,-0.0046511627906976605,-8.006833120288714,0.13264520243916333
2025-08-20,-0.015108856968375717,-0.014241210502892732,8.676464654829852,0.22085772856863528
2025-08-21,-0.006486602093616622,-0.0056433408577878375,8.43261235828785,0.3059218701515487
2025-08-22,0.0005418534916572515,-0.000454029511918308,-9.958830035755595,0.20608300544053826
2025-08-25,0.004086863966866083,0.004769475357710551,6.826113908444675,0.27420640805251306
2025-08-26,-0.009653172457958492,-0.00971971066907773,-0.6653821111923808,0.2674693073416723
2025-08-27,0.0029627175239141934,0.001141291942478917,-18.214255814352764,0.08537905573886562
2025-08-28,0.007931609093879244,0.008435932512539823,5.043234186605794,0.1354572555571254
2025-08-29,-0.002573800990825159,-0.0027130906624462936,-1.3928967162113448,0.12147342901174252
2025-09-01,-0.012404825684977028,-0.011788710043074135,6.161156419028924,0.18393465550847754
2025-09-02,0.0028858271772895794,0.0029823353980271694,0.9650822073759002,0.1935754072452056
2025-09-03,-0.008782819816917087,-0.008920402561756635,-1.3758274483954835,0.17966835700897743
2025-09-04,0.015299576851014018,0.015231940918532194,-0.6763593248182431,0.17299471561331714
2025-09-05,0.010294681137741568,0.010002273243919113,-2.9240789382245502,0.14400181388913857
2025-09-08,0.014533883991878938,0.014854827819041239,3.2094382716230108,0.1756819772790852
2025-09-09,-0.004227203801791646,-0.003326679973386537,9.005238284051087,0.26627552330855675
2025-09-10,0.008712233200718122,0.00712060525144631,-15.916279492718122,0.10806726406507039
2025-09-11,0.012204115099625046,0.013698630136986356,14.945150373613103,0.25587639628996683
2025-09-12,0.008917444842692301,0.006756756756756799,-21.606880859355027,0.04116935679749911
2025-09-16,0.002995170426613125,0.0036804503139207245,6.852798873075994,0.10952083373807486
2025-09-17,-0.002485606639732185,-0.0010785159620362306,14.070906776959546,0.25073501014631905
2025-09-18,0.011478406685654807,0.011660548477650634,1.821417919958268,0.26878764320596993
2025-09-19,-0.0056847949128431274,-0.006403415154749181,-7.186202419060539,0.19632050193816308
2025-09-22,0.009295009850081248,0.010311493018259954,10.164831681787057,0.29723041659117655
2025-09-24,0.0030104108313742106,0.00212630236019562,-8.841084711785907,0.20882292840411765
2025-09-25,0.002714913499449967,0.0025461489497136114,-1.6876454973635546,0.19195702100269774
2025-09-26,-0.008744716045895884,-0.005714285714285672,30.30430331610212,0.4982603017566589
2025-09-29,-8.750124745482424e-05,-0.0036185610898255005,-35.310598423706764,0.14336387669706685
2025-09-30,-0.0024531162005704266,-0.00149540696432382,9.577092362466066,0.23950795382379209
2025-10-01,-0.008492561857945669,-0.006418485237484006,20.740766204616623,0.44919313811571104
2025-10-02,0.008673276546774744,0.007967269595176463,-7.060069515982814,0.3788851104451707
2025-10-03,0.01853242429073143,0.01730399487289036,-12.284294178410704,0.25782035839700956
2025-10-06,0.04753267804149952,0.0480890382192356,5.563601777360816,0.3110687772036602
2025-10-07,0.0001216789204159241,-0.0012021638950110436,-13.238428154269677,0.1782888460138521
2025-10-08,-0.004502411212511048,-0.0030090270812437314,14.933841312673168,0.3285701410618236
2025-10-09,0.017714191508906296,0.015694164989939585,-20.20026518966711,0.12943135142338136
2025-10-10,-0.01011137579603183,-0.010499207606973093,-3.8783181094126373,0.0902013029714599
2025-10-14,-0.02581611313774479,-0.02582582582582582,-0.09712688081031651,0.08920339598659233
2025-10-15,0.01762140321219352,0.01829017673653932,6.687735243458004,0.15498130621216522
2025-10-16,0.012695408854950463,0.011907164480322807,-7.882443746276557,0.07702440039898395
2025-10-17,-0.0144086603246949,-0.013562026326286447,8.466339984084525,0.162991685120506
2025-10-20,0.03369907790360993,0.0347755762232107,10.764983196007716,0.26730182192926666
2025-10-21,0.0026557886828215693,0.0015631105900741904,-10.92678092747379,0.1580321350074687
2025-10-22,-0.00017110357707295076,0.000585251658212993,7.563552352859437,0.233800151147312
2025-10-23,-0.013510227235383532,-0.013452914798206317,0.573124371772149,0.23962346886716723
2025-10-27,0.03846169110942488,0.03774703557312242,-7.146555363024554,0.17063989202246166
2025-10-28,-0.005799170918772578,-0.006665397067225243,-8.662261484526645,0.08336333275638097
2025-10-29,0.02168530894009124,0.02396472392638027,22.7941498628903,0.3066527509976602
2025-10-30,0.00034964989112351574,-0.001497846845160078,-18.474967362835937,0.12140131055862202
2025-10-31,0.02116531485231543,0.022876429776861107,17.111149245456758,0.289169664572575
2025-11-04,-0.017451956602118623,-0.015215398716773576,22.365578853450472,0.5174562453003073
2025-11-05,-0.024514465802408902,-0.026061057334326176,-15.46591531917274,0.35809002080091634
2025-11-06,0.013246346357389083,0.010129969418960272,-31.16376938428811,0.04942506637011235
2025-11-07,-0.011377809146641216,-0.006054872280037871,53.22936866603345,0.5881109041911081
2025-11-10,0.012624533987163788,0.008947268227679439,-36.772657594843494,0.22283314957973754
2025-11-11,-0.0014707766837206426,-0.0016981132075472027,-2.273365238265601,0.2000152790915699
2025-11-12,0.0042556658261456715,0.003402003402003473,-8.536624241421986,0.11484076541645738
2025-11-13,0.004323335842907117,0.005274062912036248,9.507270691291314,0.20961292268921738
2025-11-14,-0.017020947095950145,-0.017800262319655258,-7.793152237051126,0.13016578016720182
2025-11-17,-0.0017748452052837038,0.00019076688286912002,19.65612088152824,0.32733278532719456
2025-11-18,-0.03169504542842261,-0.03185199313370213,-1.5694770527951984,0.3110712299327689
2025-11-19,-0.0030826163190456057,-0.0037431048069346273,-6.604884878890216,0.2446120540374297
