Date,etf,replicated
2025-07-01,4160.0,4162.988612303149
2025-07-02,4140.0,4139.788046464388
2025-07-03,4138.0,4143.030916767789
2025-07-04,4144.0,4145.541231337599
2025-07-07,4123.0,4122.720514678372
2025-07-08,4136.000000000001,4132.848021169873
2025-07-09,4152.000000000001,4146.438731705022
2025-07-10,4132.000000000001,4128.542934211956
2025-07-11,4127.000000000001,4120.64385597016
2025-07-14,4113.000000000001,4109.303611938639
2025-07-15,4135.000000000001,4131.6672293386955
2025-07-16,4138.000000000001,4130.353182661497
2025-07-17,4159.000000000001,4154.700203349483
2025-07-18,4154.000000000001,4146.3213570348635
2025-07-22,4141.000000000001,4141.776319991594
2025-07-23,4295.000000000002,4284.83466368997
2025-07-24,4365.000000000003,4351.997082941761
2025-07-25,4318.000000000002,4314.134893193054
2025-07-28,4274.000000000002,4267.18396500751
2025-07-29,4237.000000000002,4234.0675814542965
2025-07-30,4234.000000000002,4232.351140313741
2025-07-31,4281.000000000001,4274.832006365324
2025-08-01,4259.000000000001,4247.059210263673
2025-08-04,4201.000000000001,4194.849954007253
2025-08-05,4225.000000000002,4221.064296234498
2025-08-06,4254.000000000002,4246.341281856561
2025-08-07,4276.000000000002,4273.461364960391
2025-08-08,4358.813415210205,4351.5597669549825
2025-08-12,4453.745866792633,4443.577198921547
2025-08-13,4515.350968351442,4500.4087308913395
2025-08-14,4447.68634860652,4436.406061802297
2025-08-15,4519.390647142184,4511.095936348309
2025-08-18,4559.7874350496,4545.459122992969
2025-08-19,4538.5791213982075,4527.928697593674
2025-08-20,4473.944260746342,4460.630228863549
2025-08-21,4448.696268304207,4432.106727019064
2025-08-22,4446.676428908836,4434.4667922175095
2025-08-25,4467.884742560229,4452.243017982672
2025-08-26,4424.458195559756,4409.816682836711
2025-08-27,4429.507794048183,4422.730307700393
2025-08-28,4466.874822862544,4457.075589773284
2025-08-29,4454.755786490318,4445.84627191216
2025-09-01,4402.239962210677,4391.498132753779
2025-09-02,4415.368918280587,4404.048625397515
2025-09-03,4375.9820500708565,4366.019889081457
2025-09-04,4442.636750118093,4432.029703343779
2025-09-05,4487.073216816251,4477.202870353376
2025-09-08,4553.727916863488,4541.1535754979695
2025-09-09,4538.5791213982075,4522.277257043616
2025-09-10,4570.8965517241395,4561.107523737572
2025-09-11,4633.511572980636,4615.954600662743
2025-09-12,4664.819083608883,4656.603564819621
2025-09-16,4681.987718469534,4670.038350780908
2025-09-17,4676.938119981107,4658.659761712551
2025-09-18,4731.47378365612,4711.209923676016
2025-09-19,4701.1761927255575,4684.782483739844
2025-09-22,4749.652338214458,4727.585024050883
2025-09-24,4759.751535191312,4741.557768056911
2025-09-25,4771.870571563537,4754.134483211861
2025-09-26,4744.602739726031,4713.221750706898
2025-09-29,4727.434104865379,4712.805881265285
2025-09-30,4720.364666981581,4701.37341375886
2025-10-01,4690.067076051019,4661.446709225211
2025-10-02,4727.434104865378,4701.876725642374
2025-10-03,4809.237600377895,4789.013900084694
2025-10-06,5040.5092111478525,5016.648555933685
2025-10-07,5034.44969296174,5017.258976314078
2025-10-08,5019.300897496458,4994.66921324305
2025-10-09,5098.074633915919,5083.145740210076
2025-10-10,5044.548889938592,5031.748143404813
2025-10-14,4914.269248937175,4901.847964054037
2025-10-15,5004.152102031177,4988.225403513504
2025-10-16,5063.737364194615,5051.552964471757
2025-10-17,4995.062824752008,4978.766853694478
2025-10-20,5168.769012753897,5146.546705761039
2025-10-21,5176.8483703353795,5160.214846257812
2025-10-22,5179.878129428436,5159.331915039153
2025-10-23,5110.193670288143,5089.628168484207
2025-10-27,5303.0883325460545,5285.383874962275
2025-10-28,5267.741143127066,5254.733030500044
2025-10-29,5393.981105337741,5368.68353966414
2025-10-30,5385.9017477562575,5370.560699279259
2025-10-31,5509.111950873877,5484.230307412977
2025-11-04,5425.288615965989,5388.519989687935
2025-11-05,5283.899858290032,5256.423543664153
2025-11-06,5337.425602267359,5326.051595726641
2025-11-07,5305.108171941427,5265.453156019586
2025-11-10,5352.574397732641,5331.927415465247
2025-11-11,5343.485120453472,5324.086265481485
2025-11-12,5361.66367501181,5346.744418094468
2025-11-13,5389.941426547001,5369.859179403636
2025-11-14,5293.999055266889,5278.458565870799
2025-11-17,5295.008974964574,5269.089637305735
2025-11-18,5126.352385451111,5102.086167013961
2025-11-19,5107.163911195088,5086.357803608106
2025-11-20,5224.314596126595,5218.522063327582
2025-11-21,5116.253188474257,5096.109262112873
2025-11-25,5112.2135096835145,5099.613549985722
2025-11-26,5207.145961265943,5196.164982575299
2025-11-27,5270.7709022201225,5258.347356450442
2025-11-28,5272.790741615494,5266.060665276765
2025-12-01,5185.93764761455,5168.030219667076
2025-12-02,5172.808691544639,5168.362514891087
2025-12-03,5240.473311289561,5225.467869750831
