Date,etf,replicated
2025-07-01,293.29998779296875,292.8307715360815
2025-07-02,292.5,292.2136962389012
2025-07-03,292.89999389648443,292.53281894445337
2025-07-04,292.89999389648443,292.4181442245251
2025-07-07,291.2000122070313,290.72130451175786
2025-07-08,291.79998779296875,291.21853299516283
2025-07-09,292.79998779296875,292.42110019988337
2025-07-10,291.00000000000006,290.78410179503743
2025-07-11,292.50000000000006,291.92341811320694
2025-07-14,292.50000000000006,291.8734111693555
2025-07-15,292.6000061035156,292.1321526881247
2025-07-16,292.20001220703125,291.5038666363744
2025-07-17,294.1000061035157,293.61285811616995
2025-07-18,293.3999938964844,293.06514980485144
2025-07-22,293.8999938964844,293.25160631233535
2025-07-23,303.20001220703125,302.6549971528303
2025-07-24,308.5,307.97313557269496
2025-07-25,305.70001220703125,305.2798178627241
2025-07-28,303.2999877929688,303.0715022872815
2025-07-29,301.1000061035157,300.75823605617074
2025-07-30,302.7000122070313,301.96281775252703
2025-07-31,304.89999389648443,304.3558487957543
2025-08-01,306.1000061035156,304.91604528815424
2025-08-04,302.20001220703125,301.5228473360062
2025-08-05,304.3999938964844,303.6422540087522
2025-08-06,307.50000000000006,306.77242625662825
2025-08-07,309.40000000000003,308.99858803305716
2025-08-08,313.14724640541885,312.7896890581822
2025-08-12,318.00851063829793,317.18619936622616
2025-08-13,320.43914275473736,319.8525051968262
2025-08-14,316.793179126496,316.31432940315096
2025-08-15,322.0595744680851,321.50245065313635
2025-08-18,323.1736232027094,322.88374502664766
2025-08-19,322.76852300116354,322.4251025581006
2025-08-20,320.9455257334607,320.57650702840556
2025-08-21,319.32509402011294,318.9102526741627
2025-08-22,321.1480912878157,320.7793170909253
2025-08-25,321.75575704371664,321.26964117723577
2025-08-26,318.10979341547534,317.77741234761504
2025-08-27,317.80594508394273,317.53417260889654
2025-08-28,320.23660810754643,319.70374878320666
2025-08-29,318.51489361702124,318.181192856993
2025-09-01,317.29956210521937,316.9274073413038
2025-09-02,319.52765957446803,318.87279532318735
2025-09-03,316.0842615005817,315.4121364563478
2025-09-04,319.02127659574467,318.6668034647648
2025-09-05,321.85700891373006,321.275137573797
2025-09-08,325.3004378947806,324.687699391989
2025-09-09,323.6800061814328,323.0262600061116
2025-09-10,325.60425531914893,324.9896135013446
2025-09-11,326.11063829787236,325.68881653849434
2025-09-12,327.32596980967423,327.01528656369595
2025-09-16,328.4399876371343,327.81581395984443
2025-09-17,326.2119210750499,325.4812247172325
2025-09-18,327.528504456865,326.8438156089759
2025-09-19,326.1106382978723,325.6916252097241
2025-09-22,327.4272216796875,326.8834305631092
2025-09-24,328.64255319148936,327.63791057732203
2025-09-25,330.2629849048371,329.16638053282
2025-09-26,330.46551955202796,329.3279706805648
2025-09-29,327.42722167968753,326.7654561784328
2025-09-30,328.13617021276605,327.430732200061
2025-10-01,323.3761578499003,322.9529581601976
2025-10-02,322.9710576483545,322.19605562005853
2025-10-03,327.2246870324968,326.5715879128104
2025-10-06,337.96001236286577,336.74660113565795
2025-10-07,338.06126423287907,336.943779198132
2025-10-08,338.66892998878006,337.7601452633791
2025-10-09,340.99831023520625,340.0807876917968
2025-10-10,335.02296636053876,333.7673703880959
2025-10-14,327.93360465841107,327.09238975267687
2025-10-15,333.60510020154607,332.30961643770337
2025-10-16,334.7191489361704,334.39905074812543
2025-10-17,331.9846684881984,330.9304641355257
2025-10-20,339.9855442777596,339.1213454489701
2025-10-21,339.78297872340454,339.2271676500687
2025-10-22,341.7072278611206,340.99582273979104
2025-10-23,339.47916129903615,339.6616018266878
2025-10-27,348.087671937334,347.14480790084707
2025-10-28,344.13785997756,343.0549166687565
2025-10-29,343.02384215009994,342.2557598352932
2025-10-30,344.94809128781606,344.55972660701616
2025-10-31,348.79658956324823,347.7354585287093
2025-11-04,346.46724022398627,345.43911197857693
2025-11-05,341.9097934154756,341.0470141930957
2025-11-06,346.87234042553206,345.7854035408893
2025-11-07,345.25190871218433,344.2520750541297
2025-11-10,347.1761578499004,346.1933254204455
2025-11-11,347.88510638297885,346.6025733790474
2025-11-12,351.6323527883977,350.56898258942834
2025-11-13,353.8604193504822,352.9096836337448
2025-11-14,351.6323527883977,350.6073888155878
2025-11-17,350.1132038522275,349.3281902915083
2025-11-18,340.28936170212774,339.19929286255973
2025-11-19,340.4919272564828,338.62026766595653
2025-11-20,345.5557570437168,344.2874051359639
2025-11-21,345.4544742665393,344.0777082989911
2025-11-25,344.1378599775599,343.3622493310933
2025-11-26,351.0246870324968,350.13554846856994
2025-11-27,352.6451187458445,351.5193014090787
2025-11-28,353.5566019261139,352.54310805273354
2025-12-01,349.7080727435175,348.33841913308555
2025-12-02,349.6068208735042,348.62458902376613
2025-12-03,348.79658956324823,347.9200848033641
2025-12-04,354.97446808510665,354.62326651984756
2025-12-05,351.32850445686535,350.8833470708899
2025-12-08,353.96170212765986,353.16057228317493
2025-12-09,354.0629849048374,353.2149630021881
2025-12-10,354.87318530792913,353.62669239183913
2025-12-11,351.3285044568653,350.29162931171624
2025-12-12,358.8229663605388,357.2854578399458
2025-12-15,359.3293493392622,358.0527669929226
2025-12-16,353.25275359458135,351.6598339288681
2025-12-17,352.84765339303544,351.5402541796019
2025-12-18,351.6323527883978,350.21572832776445
2025-12-19,354.5693678835607,353.0196726703978
2025-12-22,356.2910514669217,355.27438937206614
2025-12-23,357.405100201546,357.16864533918516
2025-12-24,356.49361702127675,355.50276586174584
2025-12-25,357.7089485330786,356.6121612261132
2025-12-26,358.6204317133479,357.1452989554424
2025-12-29,358.7217144905254,357.9683992425137
2025-12-30,357.405100201546,356.1336377614509
2026-01-05,364.2919272564829,363.3248111028811
2026-01-06,370.0646746696312,369.7092297484067
2026-01-07,367.7353253303692,366.84145297062304
2026-01-08,365.20341043675216,364.00364918169674
2026-01-09,368.545525733461,367.1287969604339
2026-01-13,376.64765339303545,376.03111942181897
2026-01-14,381.5089485330787,380.7905880591945
2026-01-15,384.5472464054191,383.3217481568987
2026-01-16,383.9395806495182,382.22097685178767
2026-01-19,382.21786615899293,381.9795602979434
2026-01-20,379.9897995969085,378.7498669297071
2026-01-21,375.63488743558867,374.9756438689101
2026-01-22,378.6731853079291,377.7684293567826
